author_list,NPI,pub_id,pub_title,pub_date,journal_date
"[{""NPI"":""2067408038""},{""NPI"":""4151147268""},{""NPI"":""8577249271""},{""NPI"":""0168984695""},{""NPI"":""4892584835""},{""NPI"":""0849244617""}]",0543863719,62718916,interdum mauris ullamcorper,7/21/2014,2/20/2008
"[{""NPI"":""6388276458""},{""NPI"":""0482292237""}]",7192349216,73409323,a ipsum,5/18/2008,8/1/2011
"[{""NPI"":""2815783886""},{""NPI"":""8410022966""},{""NPI"":""5901153812""},{""NPI"":""0268708940""},{""NPI"":""5445749053""},{""NPI"":""1099934281""}]",8203876080,95427691,viverra eget congue eget,7/15/2016,1/13/2006
"[{""NPI"":""4037920190""},{""NPI"":8697450756},{""NPI"":""1535680156""},{""NPI"":""3935642784""},{""NPI"":""3302800363""},{""NPI"":""6434187122""}]",0797749489,80090056,non mi integer ac neque duis,4/5/2010,4/21/2017
"[{""NPI"":""9375785084""},{""NPI"":""4371174744""},{""NPI"":""0330514881""},{""NPI"":""6388276458""},{""NPI"":""3460548843""}]",5824909253,63550642,vestibulum,12/16/2009,1/8/2008
"[{""NPI"":""1229100660""},{""NPI"":""2163964876""},{""NPI"":""7578435884""},{""NPI"":""4426041805""}]",5922092812,02890720,morbi porttitor lorem,10/5/2015,10/31/2018
"[{""NPI"":""1643210017""}]",9159223766,09098725,nam dui proin leo,11/2/2011,3/23/2013
"[{""NPI"":""0769206360""},{""NPI"":""3840263980""},{""NPI"":""1749286068""},{""NPI"":""1842183648""}]",2649292431,75383403,sed,2/28/2011,10/4/2016
"[{""NPI"":""9902823335""},{""NPI"":""3592115715""},{""NPI"":""4092128347""},{""NPI"":""7511762123""},{""NPI"":""7823301016""},{""NPI"":""3110594684""}]",8711885939,09210899,elit proin interdum mauris non,6/10/2012,3/22/2006
"[{""NPI"":""4474315367""},{""NPI"":""2947368231""},{""NPI"":""8392678311""}]",7511762123,87156299,ante nulla justo aliquam quis,3/10/2011,1/14/2016
"[{""NPI"":""2305031602""},{""NPI"":""1740187172""},{""NPI"":""0304207977""},{""NPI"":""1065893191""},{""NPI"":""2776868839""},{""NPI"":""9258141458""}]",8859292697,78418275,magna,9/20/2018,1/14/2016
"[{""NPI"":""1740187172""},{""NPI"":""9591791461""}]",3916157817,17632321,interdum,3/27/2018,9/26/2017
"[{""NPI"":""8846736419""},{""NPI"":""8558938288""},{""NPI"":""7857315885""}]",0322191971,08286495,feugiat et eros vestibulum ac est,3/12/2012,7/1/2008
"[{""NPI"":""9916276722""},{""NPI"":""9063999194""},{""NPI"":""4966853508""},{""NPI"":""2210247446""}]",2122646853,95139410,non sodales,10/23/2005,3/26/2018
"[{""NPI"":""3603725174""},{""NPI"":""3890684939""},{""NPI"":""7267330606""},{""NPI"":""4617162100""},{""NPI"":""0984322248""},{""NPI"":""9655010953""}]",3649717956,07241908,donec semper sapien,1/2/2014,10/26/2012
"[{""NPI"":""9406076462""},{""NPI"":""3914371749""},{""NPI"":""7397425801""},{""NPI"":""4037130068""},{""NPI"":""8298837126""}]",0304207977,73889645,hac habitasse platea,12/30/2011,5/19/2016
"[{""NPI"":""1239424973""}]",3989297139,73490531,suscipit a feugiat,1/14/2013,11/22/2011
"[{""NPI"":""1067006788""},{""NPI"":""0242094686""}]",0917432037,15194302,ipsum dolor,8/29/2009,5/19/2016
"[{""NPI"":""9187876582""},{""NPI"":""4955749569""},{""NPI"":""4032143811""},{""NPI"":""2983937348""},{""NPI"":""0393812774""},{""NPI"":""8595280819""}]",3038853291,49970229,vehicula condimentum curabitur in libero ut,10/11/2010,12/21/2015
"[{""NPI"":""8513742716""},{""NPI"":""5377996526""},{""NPI"":""0242094686""},{""NPI"":""2056878399""},{""NPI"":""0769206360""},{""NPI"":""7183487296""}]",8287921767,37768546,dolor,8/11/2013,12/8/2011
"[{""NPI"":""8513742716""},{""NPI"":""6765949437""}]",8097795310,55527807,morbi odio odio elementum eu,11/1/2008,3/12/2014
"[{""NPI"":""0038494302""},{""NPI"":""8419005819""},{""NPI"":""0769830145""},{""NPI"":""9535618334""},{""NPI"":""9791528772""},{""NPI"":""4013160072""}]",8512341653,42618655,cubilia curae donec pharetra magna vestibulum,2/18/2018,5/12/2009
"[{""NPI"":""6600334355""},{""NPI"":""8249014723""},{""NPI"":""2100427393""},{""NPI"":""1349060569""},{""NPI"":""3916157817""},{""NPI"":""8599195352""}]",8403666667,81748076,quis orci eget orci vehicula,11/8/2012,6/16/2009
"[{""NPI"":""1303879697""},{""NPI"":""5703531667""},{""NPI"":""4371174744""},{""NPI"":""8903932595""},{""NPI"":""8610712737""},{""NPI"":""8298837126""}]",1831256479,66763911,auctor sed tristique in tempus sit,12/29/2014,2/10/2016
"[{""NPI"":""8378720772""}]",6677892670,38536132,pulvinar sed nisl nunc rhoncus dui,12/10/2010,2/26/2006
"[{""NPI"":""5110411638""}]",4302447524,30243571,odio condimentum id luctus,11/16/2008,3/2/2016
"[{""NPI"":""6314554896""},{""NPI"":""3935642784""},{""NPI"":""9054754559""},{""NPI"":""9583672858""}]",7080997771,51000417,at lorem integer tincidunt ante,10/18/2014,9/17/2016
"[{""NPI"":1283066823},{""NPI"":""9916276722""},{""NPI"":""2635326207""},{""NPI"":""6754683945""},{""NPI"":""5922092812""},{""NPI"":""4374094385""}]",6646117284,81224506,nam ultrices,12/17/2011,7/5/2012
"[{""NPI"":""9907182656""},{""NPI"":""8467173157""},{""NPI"":""5922092812""},{""NPI"":""2154956785""}]",9016129278,60641626,nulla,4/5/2006,6/26/2016
"[{""NPI"":""8422000008""},{""NPI"":""8735784962""},{""NPI"":""4059395536""},{""NPI"":""2635326207""},{""NPI"":""1490869166""}]",5497157297,59503219,quis,10/18/2015,2/3/2010
"[{""NPI"":""6878518210""},{""NPI"":""9084964497""},{""NPI"":""1891834592""}]",4571188919,34881669,cum sociis natoque penatibus et magnis,9/24/2013,1/25/2013
"[{""NPI"":""2922950425""}]",5068277177,01887688,eu tincidunt in leo,1/23/2019,9/17/2012
"[{""NPI"":""4555770706""},{""NPI"":""4635411214""},{""NPI"":""5683334640""},{""NPI"":""2411592795""},{""NPI"":""4194367707""}]",7183487296,25665273,ac nibh fusce lacus purus aliquet,2/22/2012,8/7/2016
"[{""NPI"":""4781276229""},{""NPI"":""8008421177""},{""NPI"":""6421369235""},{""NPI"":""1490008179""},{""NPI"":""5156132464""}]",7511762123,26372945,tristique,3/18/2016,9/16/2012
"[{""NPI"":""9024129249""}]",2792742674,74889655,mauris,8/25/2014,11/30/2007
"[{""NPI"":""1663050155""},{""NPI"":""1699710619""},{""NPI"":""8132014618""},{""NPI"":""3698987708""},{""NPI"":""3552908145""}]",3107937762,00976185,lectus suspendisse potenti in eleifend,11/8/2015,1/2/2013
"[{""NPI"":""7459590231""},{""NPI"":""1789876931""}]",3870230169,72614965,posuere cubilia curae duis faucibus,1/30/2007,12/19/2010
"[{""NPI"":""1699710619""},{""NPI"":""1490869166""},{""NPI"":""9567453721""},{""NPI"":""8885204430""},{""NPI"":""0038494302""}]",3696044180,61454915,luctus,1/10/2010,12/4/2006
